Long Name	Sample - Blank	S1c/R1c
nm	nm	
		Z of Sample - Blank
450	0	6.66421914221264
450	1	2.82887963612876
450	2	6.25167259526233
450	3	-0.441439035141171
450	4	4.99673641718665
450	5	6.21914592607891
450	6	-6.34126291472805
450	7	-0.722923120151013
450	8	-1.22418619469767
450	9	5.49251046744965
450	10	-4.0241412514221
450	11	-3.77684055489212
450	12	6.51398631440003
450	13	5.01904826827325
450	14	7.95327965230133
450	15	7.36456443253321
450	16	-4.59179477743284
450	17	0.956248193355141
450	18	-2.77032050917783
450	19	7.28080211707595
450	20	1.10533740021452
450	21	-2.40365367746558
450	22	0.858733639210245
450	23	-0.851167868860735
450	24	-4.18558516012267
450	25	1.03532570215691
450	26	6.99888625399106
450	27	-1.63008236013304
450	28	7.50551605372272
450	29	2.40172956136758
450	30	10.1639961043582
450	31	-4.35983936719861
450	32	-3.34605635721744
450	33	1.9839215323322
450	34	-2.40643862190293
450	35	5.82935403804159
450	36	-3.0279300401077
450	37	3.63583645128071
450	38	-13.1239666632827
450	39	-0.203265694177445
450	40	2.8151048605461
450	41	0.400015930508434
450	42	-0.59767188889544
450	43	-8.33113373551817
450	44	6.76678278240762
450	45	0.00504571098670414
450	46	-5.01330146262852
450	47	4.43160668287381
450	48	0.803580477994777
450	49	-0.6132712868476
450	50	12.0128301533364
450	51	-1.23299192033955
450	52	-3.86472223364738
450	53	1.61410473296944
450	54	1.20092581633196
450	55	-1.9906895058594
450	56	-1.59112760169669
450	57	-5.26750179659107
450	58	3.07249797144925
450	59	0.757664347771725
450	60	-4.17336956270216
450	61	1.68515031013505
450	62	1.10596652375112
450	63	0.534925389722492
450	64	8.44741282808571
450	65	-2.07141649255914
450	66	2.19389405444054
450	67	4.69245253835491
450	68	0.963500185279857
450	69	3.68453720777015
450	70	1.43380024501273
450	71	9.04188690160226
450	72	12.0434215047609
450	73	15.9881423982016
450	74	22.1115266522862
450	75	36.8320933740993
450	76	49.7048564139287
450	77	64.9029275289936
450	78	71.9327205751852
